3050 4030 3
3624 2632 16.4 40.3
3624 4777 15.55 35.54
3624 3783 8.53 11.42
3624 1822 19.47 29.21
3624 568 16.54 41.16
3625 871 17.53 24.33
3625 720 3.48 7.3
3625 2395 5.29 10.56
3625 1138 12.85 15.43
3625 2855 2.28 4.9
3626 2048 6.33 10.82
3626 4157 11.52 25.82
3626 3319 18.53 36.29
3626 4528 14.4 20.6
3626 1239 4.21 6.18
3627 1992 11.77 29.41
3627 268 4.01 8.31
3627 651 17.69 34.62
3627 2982 19.31 34.01
3627 4587 14.18 22.98
3628 4295 15.35 26.44
3628 3361 4.56 8.53
3628 1018 7.74 12.46
3628 4401 2.37 3.85
3628 2426 3.87 7.11
3629 273 15.85 25.7
3629 4213 7.4 16.58
3629 1458 15.29 31.35
3629 1135 12.01 24.31
3629 2519 18.85 35.66
3630 4158 14.69 34.56
3630 2714 8.51 18.16
3630 2920 2.64 5.84
3630 1311 15.97 22.45
3630 4689 9.69 17.91
3631 1365 6.82 12.39
3631 4505 6.27 8.45
3631 1110 13.41 18.78
3631 4209 11.61 26.71
3631 3660 18.59 23.08
3632 2042 7.47 18.56
3632 1751 11.26 19.9
3632 903 2.93 6.41
3632 702 4.91 8.07
3632 3039 17.56 21.86
3633 4473 12.11 22.04
3633 1492 15.56 32.59
3633 4033 0.64 0.79
3633 1982 11.8 24.48
3633 1636 9.35 21.02
3634 619 17.36 35.33
3634 3842 11.53 21.88
3634 3137 18.51 33.06
3634 1958 18.2 37.08
3634 307 13.29 20.2
3635 1943 2.18 3.3
3635 3644 5.67 12.54
3635 2921 1.05 1.91
3635 2070 5.85 9.86
3635 1364 10.86 23.59
3636 4739 14.12 23.98
3636 569 1.55 3.14
3636 4471 15.09 26.99
3636 4119 3.26 5.58
3636 422 6.9 13.56
3637 1487 4.97 10.17
3637 736 3.32 6.17
3637 2564 18.38 37.48
3637 4194 12.57 21.15
3637 4270 9.9 22.28
3638 3685 17.63 24.59
3638 2621 6.13 14.25
3638 3317 14.08 34.3
3638 1469 4.5 6.19
3638 247 6.07 13.11
3639 4644 8.37 17.78
3639 2298 6.87 9.84
3639 4280 5.43 7.5
3639 2197 19.03 27.24
3639 620 4.36 7.32
3640 1107 12.22 22.01
3640 4854 9.2 13.68
3640 984 6.56 11.74
3640 1580 9.92 23.91
3640 1842 19.77 24.85
3641 49 2.51 3.29
3641 4393 14.76 36.74
3641 597 18.98 30.33
3641 1094 3.06 7.12
3641 1587 4.83 8.84
3642 2309 9.77 16.05
3642 4061 14.05 32.97
3642 1757 12.58 22.76
3642 543 3.76 8.2
3642 2992 5.64 10.52
3643 3684 18.4 24.88
3643 3981 5.58 11.47
3643 197 2.26 4.47
3643 955 11.66 20.52
3643 803 6.89 10.63
3644 408 11.01 15.51
3644 2255 9.14 20.85
3644 2991 8.79 16.11
3644 4516 9.17 22.32
3644 1305 7.54 10.43
3645 4148 19.78 28.29
3645 2271 4.7 9.33
3645 4314 6.5 12.95
3645 3892 18.64 22.66
3645 1296 6.82 9.43
3646 4875 2.15 4.92
3646 1935 4.32 10.59
3646 2707 19.59 41.04
3646 1754 14.42 28.73
3646 1225 0.78 1.11
3647 4078 12.03 15.82
3647 2006 11.3 14.19
3647 495 19.94 38.6
3647 3450 5.61 11.6
3647 2632 0.85 1.31
3648 702 5.77 11.68
3648 2985 11.13 20.88
3648 1435 18.28 33.51
3648 4000 7.43 11.75
3648 3889 7.38 13.13
3649 3816 11.42 27.23
3649 4025 3.14 7.48
3649 4926 4.53 7.64
3649 1898 8.99 12.21
3649 118 17.86 30.8
3650 3542 17.65 32.18
3650 4430 12.12 29.01
3650 4853 7.36 10.49
3650 1945 17.38 32.64
3650 1176 10.08 21.81
3651 3389 3.3 7.24
3651 4131 13.48 21.03
3651 2102 8.28 11.03
3651 384 13.51 27.0
3651 1297 3.68 5.82
3652 4145 11.55 24.73
3652 411 16.2 24.84
3652 1852 7.27 14.04
3652 1550 5.94 9.8
3652 4761 14.42 23.13
3653 3756 12.45 29.19
3653 2471 10.67 14.39
3653 1917 15.87 22.41
3653 3355 2.1 3.2
3653 3069 4.19 10.25
3654 32 11.13 19.21
3654 443 15.14 37.14
3654 4891 0.98 1.57
3654 4208 5.96 9.13
3654 2693 7.34 13.38
3655 3838 17.14 38.96
3655 2845 1.63 2.26
3655 1109 11.02 14.37
3655 489 19.99 45.98
3655 1341 18.23 24.58
3656 1293 14.35 26.62
3656 553 5.9 14.05
3656 4857 12.61 17.62
3656 1131 6.07 12.61
3656 4092 18.63 23.04
3657 3787 15.66 29.15
3657 1039 9.31 18.8
3657 1777 15.68 32.75
3657 3733 17.12 22.45
3657 436 5.59 11.09
3658 3395 15.46 20.8
3658 4154 4.16 8.15
3658 3825 18.29 26.94
3658 2523 8.2 19.05
3658 2701 5.11 11.98
3659 3722 1.06 1.5
3659 724 0.5 1.05
3659 2673 8.11 14.87
3659 2291 9.07 15.06
3659 530 13.84 24.9
3660 1056 0.6 1.42
3660 3746 16.28 38.16
3660 494 17.15 39.27
3660 4564 2.76 3.41
3660 4000 1.91 2.65
3661 1936 19.16 39.82
3661 3178 15.68 23.1
3661 1002 10.52 22.2
3661 4181 2.56 5.96
3661 4741 10.86 25.8
3662 734 19.95 42.91
3662 3885 17.59 31.98
3662 2072 5.89 11.42
3662 3522 19.05 40.7
3662 269 8.7 12.6
3663 2312 9.2 13.21
3663 1618 4.88 7.49
3663 2450 13.3 25.29
3663 4163 11.25 13.65
3663 4344 7.61 14.81
3664 93 8.98 14.01
3664 3840 12.9 30.66
3664 8 14.76 24.7
3664 2961 17.35 36.37
3664 1587 18.97 40.66
3665 4487 15.51 28.94
3665 285 0.54 0.72
3665 4990 15.66 29.55
3665 3575 13.3 32.01
3665 639 0.8 1.92
3666 3336 13.4 21.47
3666 4777 13.59 28.0
3666 4931 2.82 6.43
3666 2458 1.86 4.62
3666 4365 16.46 28.25
3667 1679 12.23 24.39
3667 3930 8.38 13.93
3667 4428 16.51 28.75
3667 3647 15.35 19.83
3667 4320 6.2 15.25
3668 3289 7.69 10.59
3668 3503 17.95 22.88
3668 202 18.88 23.04
3668 3236 16.72 41.31
3669 3014 18.55 27.23
3669 4402 13.12 19.28
3669 4373 19.95 39.8
3669 1161 7.46 17.97
3669 3045 19.46 36.7
3670 2693 18.81 30.94
3670 3737 3.59 6.81
3670 2878 10.43 24.96
3670 1486 13.57 29.01
3670 4571 0.67 1.58
3671 665 17.99 26.3
3671 222 10.73 16.34
3671 553 6.71 8.63
3671 4191 5.16 6.31
3671 1513 17.12 36.84
3672 67 3.5 8.51
3672 3457 3.38 4.78
3672 191 13.19 29.4
3672 2557 9.75 15.34
3672 4165 15.15 23.68
3673 4295 13.95 28.9
3673 1143 3.35 5.82
3673 3696 17.43 32.16
3673 4994 7.11 9.77
3673 3089 4.05 8.62
3674 625 15.26 23.9
3674 4425 13.76 20.11
3674 3860 10.25 16.55
3674 2554 1.51 2.3
3674 544 7.61 16.54
3675 4074 0.83 1.74
3675 4262 17.02 26.9
3675 2711 6.77 9.35
3675 893 13.38 25.38
3675 3593 4.27 6.31
3676 370 15.28 37.41
3676 1048 17.04 38.66
3676 1804 10.97 17.13
3676 4201 15.21 25.54
3676 1849 14.67 24.91
3677 3652 1.24 3.04
3677 1224 6.47 11.47
3677 3039 8.47 21.14
3677 4156 3.57 4.68
3677 2618 0.74 0.93
3678 2594 15.7 38.5
3678 1020 9.12 21.87
3678 4447 14.59 33.13
3678 1553 11.54 19.53
3678 1759 4.32 5.25
3679 4525 7.06 10.04
3679 527 5.56 10.19
3679 3221 11.27 19.47
3679 4039 13.17 26.31
3679 3271 0.6 0.87
3680 2937 14.55 26.03
3680 3160 4.84 6.26
3680 1877 16.23 26.92
3680 1616 4.0 9.36
3680 4210 9.58 14.96
3681 2173 4.38 6.01
3681 2272 2.6 4.26
3681 3811 3.37 7.87
3681 745 12.84 24.02
3681 403 13.82 24.34
3682 85 14.59 25.65
3682 3807 16.1 23.59
3682 256 9.21 16.82
3682 3145 10.46 20.65
3682 4262 16.49 31.31
3683 2070 9.6 12.12
3683 2933 13.55 20.85
3683 3358 11.7 23.17
3683 4839 7.4 10.96
3683 4374 10.78 19.8
3684 3992 8.79 14.05
3684 136 18.64 35.3
3684 3417 18.8 39.23
3684 3278 19.32 42.95
3684 4961 13.22 23.76
3685 3722 12.09 28.14
3685 2458 5.71 13.8
3685 1920 11.63 25.47
3685 4317 7.12 10.51
3685 2122 18.95 25.75
3686 4248 12.77 21.71
3686 2658 12.88 19.91
3686 3760 3.6 6.54
3686 2759 8.49 13.04
3686 713 7.11 13.0
3687 2542 0.66 1.03
3687 3778 12.78 26.64
3687 3572 13.29 29.5
3687 1344 5.09 11.69
3687 4739 8.98 16.46
3688 3220 3.74 8.45
3688 3629 11.69 20.32
3688 4423 9.54 19.43
3688 3600 15.24 37.97
3688 1577 7.15 11.81
3689 1271 17.89 31.82
3689 2802 14.23 25.96
3689 2146 12.91 24.59
3689 459 7.86 16.25
3689 313 18.06 36.55
3690 1498 9.57 21.94
3690 4041 1.32 1.97
3690 2716 11.96 24.86
3690 4906 16.63 28.21
3690 1295 17.6 38.12
3691 2381 5.63 9.3
3691 3392 8.76 21.54
3691 1236 9.19 14.1
3691 3823 4.67 7.18
3691 4292 5.76 10.57
3692 4280 3.58 6.95
3692 2500 6.54 12.86
3692 1354 2.01 4.29
3692 2851 8.85 16.55
3692 4920 3.42 5.14
3693 2416 15.05 37.51
3693 866 2.47 5.24
3693 853 14.9 19.01
3693 934 9.04 14.24
3693 1800 5.58 9.26
3694 1288 8.15 14.74
3694 3194 15.76 35.93
3694 3484 2.7 4.21
3694 4377 14.19 29.62
3694 3097 16.54 40.41
3695 4920 14.59 21.65
3695 2343 13.26 31.65
3695 936 16.54 31.09
3695 4487 1.81 3.21
3695 644 4.35 7.79
3696 1229 14.54 35.41
3696 3495 16.77 34.32
3696 4347 12.07 16.35
3696 2934 12.69 21.7
3696 1509 11.44 22.61
3697 1895 14.59 33.86
3697 4578 11.31 19.56
3697 129 14.15 17.17
3697 3305 15.52 27.47
3697 376 5.01 6.53
3698 1784 3.85 8.21
3698 2746 11.17 19.52
3698 4905 12.02 14.74
3698 2555 1.26 1.73
3698 1800 13.33 21.08
3699 1407 1.53 2.28
3699 3956 2.05 3.39
3699 2450 12.76 22.77
3699 4455 15.54 28.44
3699 3553 14.84 24.46
3700 64 1.46 3.43
3700 4157 19.79 33.65
3700 1207 18.58 34.81
3700 877 6.79 13.67
3700 1411 14.14 31.3
3701 3362 2.44 4.0
3701 3900 11.57 24.65
3701 1028 13.65 25.53
3701 3942 7.41 11.99
3701 3734 5.73 11.42
3702 4510 5.53 9.7
3702 4264 9.91 15.02
3702 707 18.33 30.06
3702 15 15.28 37.43
3702 3132 3.96 7.95
3703 2640 14.68 28.02
3703 3564 5.95 9.63
3703 2121 18.4 28.06
3703 58 12.35 24.47
3703 3793 11.96 18.68
3704 4206 3.33 6.87
3704 952 11.03 14.0
3704 2784 4.75 7.72
3704 3878 16.81 37.83
3704 4816 12.94 20.2
3705 2 6.2 13.62
3705 688 13.89 26.33
3705 491 19.21 34.24
3705 4882 12.52 24.88
3705 3592 7.36 16.85
3706 1603 18.3 37.29
3706 2482 3.25 6.28
3706 3633 17.73 35.06
3706 4179 19.01 41.73
3706 1911 10.53 17.85
3707 443 14.26 30.83
3707 2760 2.98 6.27
3707 3728 5.82 12.27
3707 225 15.11 21.32
3707 1242 3.01 6.73
3708 1643 3.83 9.56
3708 2512 9.37 14.26
3708 3668 9.33 16.28
3708 3705 10.72 20.41
3708 4743 5.84 11.67
3709 727 16.13 30.57
3709 1238 9.49 19.71
3709 4475 1.68 2.45
3709 1441 18.02 32.03
3709 2790 15.85 22.88
3710 876 1.24 2.04
3710 3550 9.64 13.26
3710 4686 8.26 11.39
3710 4308 5.33 10.51
3710 1864 18.83 38.03
3711 430 19.08 44.33
3711 3838 11.43 26.68
3711 1452 14.25 24.12
3711 902 10.19 23.92
3711 2081 7.92 11.96
3712 1965 13.37 25.45
3712 2209 6.68 10.97
3712 506 9.52 22.58
3712 2853 17.26 42.11
3712 1502 17.87 40.39
3713 2600 18.26 23.57
3713 2766 2.15 3.44
3713 56 18.24 22.39
3713 1802 11.81 14.86
3713 97 19.18 24.23
3714 3648 1.71 2.7
3714 4727 11.51 24.79
3714 4842 8.64 20.47
3714 4086 4.67 9.77
3714 154 9.54 18.2
3715 2177 14.86 26.6
3715 4648 12.61 20.99
3715 2004 5.56 12.12
3715 3554 16.22 32.95
3715 4714 12.5 28.92
3716 1312 6.19 13.17
3716 2477 13.54 16.39
3716 2510 0.65 1.16
3716 1603 14.2 33.29
3716 4099 11.02 13.44
3717 422 8.5 15.93
3717 4199 12.4 22.72
3717 1290 11.18 17.21
3717 1819 6.6 14.15
3717 2856 9.19 15.94
3718 1938 3.06 5.72
3718 1408 12.38 25.82
3718 3305 12.5 22.01
3718 2316 4.34 7.51
3718 1699 11.09 23.82
3719 1235 11.95 19.59
3719 1878 7.4 16.75
3719 1892 11.14 17.9
3719 3052 12.46 24.48
3719 101 18.61 41.23
3720 3482 2.62 4.65
3720 4616 1.66 2.25
3720 844 13.94 32.49
3720 881 17.01 21.26
3720 3205 10.51 15.08
3721 4723 10.81 22.19
3721 1975 17.44 42.89
3721 582 7.51 16.69
3721 2562 19.65 32.55
3721 205 11.1 16.84
3722 4271 6.18 7.6
3722 2082 4.83 6.67
3722 3410 19.26 46.12
3722 4905 7.39 14.6
3722 539 18.54 39.74
3723 2149 18.55 34.42
3723 1984 1.72 2.53
3723 4159 18.26 42.48
3723 3104 11.31 22.74
3723 4955 15.71 38.99
3724 712 12.79 19.14
3724 4854 8.04 13.72
3724 451 10.41 18.2
3724 530 2.81 4.05
3724 1047 5.39 11.05
3725 4658 1.0 1.68
3725 3782 17.92 22.53
3725 3426 7.89 16.67
3725 1999 8.42 15.54
3725 3402 10.47 21.15
3726 754 10.74 13.56
3726 50 13.54 26.79
3726 1088 14.47 28.76
3726 1159 12.22 18.89
3726 4811 13.82 33.03
3727 2084 2.18 5.11
3727 2009 2.09 3.62
3727 1693 5.64 8.62
3727 2595 3.93 5.95
3727 1629 9.98 16.46
3728 1284 13.05 31.04
3728 1268 12.18 20.38
3728 840 16.83 38.94
3728 2165 11.06 22.79
3728 356 18.34 42.88
3729 459 19.18 32.35
3729 2809 14.57 32.44
3729 1798 5.58 9.24
3729 2576 9.95 24.64
3729 979 2.28 5.24
3730 2024 11.96 27.97
3730 2146 17.12 41.12
3730 3048 15.19 27.58
3730 3490 3.59 8.72
3730 2803 6.86 15.26
3731 2446 9.33 19.89
3731 3053 18.41 45.74
3731 765 11.26 18.52
3731 4999 12.47 26.56
3731 3448 3.35 6.4
3732 2180 2.29 3.97
3732 2357 7.85 17.84
3732 1701 1.8 4.21
3732 4096 18.25 30.19
3732 994 2.88 4.8
3733 316 5.82 8.67
3733 200 8.37 18.19
3733 4290 10.46 13.46
3733 2123 3.97 8.47
3733 3225 16.03 34.5
3734 2403 9.27 14.88
3734 446 18.19 30.71
3734 929 4.32 8.31
3734 893 16.32 26.02
3734 2371 16.63 25.8
3735 2737 9.66 18.17
3735 4025 13.11 30.97
3735 2069 11.23 18.87
3735 4502 19.56 28.13
3735 1670 19.71 25.14
3736 2907 2.14 5.04
3736 3886 1.38 2.28
3736 3091 7.82 12.16
3736 81 18.41 31.46
3736 2619 13.82 27.66
3737 3590 2.0 3.05
3737 1084 5.33 7.11
3737 4921 2.59 4.69
3737 4219 11.42 21.69
3737 1464 2.16 3.84
3738 952 12.93 22.35
3738 3145 0.59 1.45
3738 3795 1.23 2.97
3738 4723 7.74 13.21
3738 2556 9.28 22.06
3739 3983 19.11 45.62
3739 534 11.06 15.7
3739 4232 1.77 2.7
3739 4013 3.17 5.43
3739 2846 15.64 35.94
3740 1916 6.69 8.3
3740 1863 8.98 14.84
3740 4664 11.44 26.45
3740 2558 10.36 23.93
3740 1215 9.44 12.67
3741 3938 18.87 31.91
3741 666 1.04 2.41
3741 99 0.64 1.03
3741 2460 5.99 12.53
3741 4228 10.96 17.32
3742 315 15.37 30.16
3742 3108 13.28 31.26
3742 858 7.85 12.73
3742 2297 3.69 5.91
3742 4529 12.59 25.6
3743 3163 9.58 23.81
3743 2395 6.93 13.75
3743 2599 7.77 16.23
3743 3118 7.0 9.93
3743 878 11.58 20.25
3744 4022 8.51 17.6
3744 4345 2.07 4.55
3744 614 1.74 2.5
3744 2308 9.86 24.27
3744 451 12.91 22.77
3745 2610 3.0 4.01
3745 1030 0.54 0.85
3745 3005 12.35 21.0
3745 4176 1.87 3.51
3745 3391 13.45 25.06
3746 2596 8.44 16.76
3746 1503 17.04 23.01
3746 2933 5.31 8.85
3746 2239 16.21 34.95
3746 1143 14.15 27.94
3747 2262 11.05 20.49
3747 1185 5.0 10.01
3747 2826 14.18 29.15
3747 1575 16.49 24.17
3747 3408 18.28 41.49
3748 4397 13.99 25.47
3748 2089 11.26 23.2
3748 195 11.76 21.17
3748 2789 19.82 29.06
3748 2781 15.56 33.26
3749 169 14.99 23.15
3749 2812 5.49 10.07
3749 510 11.27 18.93
3749 2073 16.15 35.7
3749 897 10.53 14.7
3750 3395 5.01 7.86
3750 1648 11.51 27.34
3750 1970 10.91 18.23
3750 4315 13.17 29.73
3750 2693 3.56 7.42
3751 358 7.26 10.93
3751 904 15.92 32.64
3751 1705 18.22 43.72
3751 4917 5.64 11.54
3751 4703 17.23 37.81
3752 2604 4.15 9.87
3752 2081 17.73 27.84
3752 888 3.36 6.57
3752 1017 3.78 8.12
3752 1350 1.56 3.84
3753 1438 15.75 30.94
3753 3227 13.63 18.0
3753 3740 0.53 0.97
3753 1804 1.27 2.75
3753 3885 11.7 16.94
3754 128 9.99 17.21
3754 3982 1.18 2.79
3754 2809 4.28 9.51
3754 275 8.2 13.2
3754 3212 10.67 13.74
3755 3742 13.92 32.95
3755 631 6.49 10.47
3755 2805 15.31 23.09
3755 3057 18.65 46.5
3755 1005 4.56 6.8
3756 3817 13.03 23.77
3756 911 18.57 28.18
3756 125 13.97 34.8
3756 3487 5.08 7.61
3756 2220 6.46 14.95
3757 396 10.28 25.0
3757 3149 18.51 34.84
3757 3989 5.71 7.07
3757 4559 13.54 27.61
3757 2308 5.56 13.58
3758 2129 19.53 35.47
3758 1579 4.88 8.14
3758 25 1.33 2.24
3758 782 14.86 30.04
3758 3730 0.57 0.76
3759 4086 4.18 6.56
3759 3920 15.52 20.46
3759 794 3.04 5.94
3759 3213 3.74 8.58
3759 4318 14.89 19.86
3760 1839 14.87 27.5
3760 2858 11.9 17.69
3760 4171 12.0 25.83
3760 4478 9.41 14.29
3760 921 8.51 15.61
3761 1516 15.3 36.36
3761 3111 17.92 41.83
3761 4991 6.83 10.14
3761 3429 0.71 0.98
3761 4795 2.95 4.52
3762 1389 3.65 6.3
3762 368 7.51 17.8
3762 3779 6.35 8.75
3762 2111 0.67 1.4
3762 1354 10.56 19.04
3763 1584 0.93 1.48
3763 1199 12.1 22.81
3763 1629 12.32 21.86
3763 932 8.23 17.94
3763 4488 19.11 27.77
3764 3021 10.38 22.49
3764 1662 18.41 37.42
3764 326 5.8 14.34
3764 4653 1.28 2.82
3764 1293 15.82 38.53
3765 3184 9.6 23.06
3765 445 5.97 14.54
3765 4196 5.24 12.1
3765 4523 19.04 34.59
3765 2081 8.76 17.71
3766 4080 12.07 16.35
3766 2567 7.83 9.96
3766 3232 13.87 24.16
3766 2542 17.45 40.93
3766 1457 0.56 1.11
3767 4614 8.2 19.85
3767 1981 16.45 31.33
3767 2584 14.78 30.38
3767 24 3.97 6.26
3767 661 16.82 33.56
3768 655 12.81 24.08
3768 4593 3.97 6.46
3768 2856 2.35 3.65
3768 1920 1.82 3.47
3768 1087 15.75 25.02
3769 1567 14.96 32.7
3769 2583 4.78 7.72
3769 2540 3.99 7.01
3769 79 0.7 1.58
3769 2772 19.23 28.51
3770 3482 16.37 37.67
3770 63 16.22 38.88
3770 2125 16.58 38.74
3770 2268 15.68 23.65
3770 4397 18.0 30.03
3771 3391 1.63 3.09
3771 1156 18.15 35.28
3771 4506 8.34 20.85
3771 2002 13.94 21.89
3771 3611 18.12 42.47
3772 4470 10.92 19.1
3772 553 14.58 30.68
3772 4950 15.56 30.85
3772 3426 13.69 26.26
3772 4656 7.73 10.82
3773 4765 1.77 2.41
3773 2349 9.47 19.83
3773 1783 7.41 13.35
3773 2107 1.18 1.49
3773 3008 11.78 27.68
3774 4803 2.94 4.02
3774 2816 3.66 6.67
3774 213 6.54 9.12
3774 3025 6.28 11.79
3774 636 12.05 25.09
3775 4347 7.15 10.54
3775 1161 9.05 22.6
3775 3966 12.39 19.06
3775 3051 7.61 13.58
3775 3637 6.67 9.47
3776 1244 16.79 33.1
3776 4308 9.12 15.62
3776 1373 11.9 20.29
3776 3599 17.96 35.32
3776 3672 3.14 7.6
3777 1108 7.98 15.34
3777 1331 5.81 13.16
3777 1564 8.79 16.7
3777 28 1.7 3.89
3777 143 14.67 35.64
3778 370 2.98 6.29
3778 1817 13.04 16.01
3778 1538 18.67 36.18
3778 4061 18.0 27.13
3778 3197 16.03 29.52
3779 4484 13.91 22.05
3779 3627 17.26 32.26
3779 2787 2.28 2.76
3779 4332 7.26 13.13
3779 2950 5.71 10.86
3780 4051 6.05 14.22
3780 2842 16.68 20.78
3780 1123 15.15 21.39
3780 2542 11.71 15.19
3780 659 19.09 40.96
3781 3078 8.79 18.91
3781 489 0.84 1.58
3781 1017 5.74 13.92
3781 138 17.74 43.27
3781 1469 10.41 17.42
3782 3879 7.52 18.5
3782 3371 5.51 10.14
3782 2133 4.65 8.1
3782 987 13.5 27.79
3782 426 16.64 32.69
3783 2656 3.27 7.09
3783 330 16.69 34.46
3783 4908 0.71 1.18
3783 3026 6.48 9.09
3783 2964 11.12 15.0
3784 360 17.39 25.33
3784 4415 11.43 16.41
3784 1387 19.87 35.06
3784 219 10.13 19.17
3784 4703 3.95 6.45
3785 1185 11.97 19.99
3785 3359 18.41 35.55
3785 722 10.89 17.48
3785 1938 4.2 8.01
3785 21 8.25 15.41
3786 4428 8.22 15.35
3786 3195 17.76 44.24
3786 1092 0.86 1.05
3786 4762 17.91 22.06
3786 4357 1.39 2.32
3787 627 16.31 40.23
3787 776 19.13 35.32
3787 1720 16.84 36.6
3787 1805 1.3 1.75
3787 3131 15.35 24.09
3788 3618 13.23 22.62
3788 4952 18.15 33.64
3788 471 7.91 16.54
3788 3137 8.45 15.07
3788 172 19.02 26.1
3789 4753 13.15 21.16
3789 593 15.0 30.49
3789 4172 19.41 34.86
3789 25 7.01 11.98
3789 20 3.42 7.0
3790 3445 15.55 33.62
3790 1644 0.56 1.02
3790 4313 15.32 32.92
3790 4679 0.63 1.38
3790 4711 0.64 0.97
3791 3781 13.77 25.35
3791 165 19.07 31.76
3791 2782 16.62 40.37
3791 4245 1.26 2.22
3791 4721 18.66 36.46
3792 2615 4.98 8.88
3792 3591 15.91 33.41
3792 2170 0.64 1.49
3792 1834 1.31 1.62
3792 282 5.8 7.68
3793 3254 7.4 16.49
3793 753 19.01 26.45
3793 1967 0.87 1.77
3793 3095 2.54 5.92
3793 2778 14.4 34.85
3794 4832 14.67 35.51
3794 348 14.98 29.86
3794 4556 11.27 20.39
3794 1013 3.87 8.54
3794 478 0.6 1.27
3795 1612 15.85 36.05
3795 1287 13.49 21.37
3795 2705 0.86 1.27
3795 156 2.59 4.21
3795 1088 10.08 19.15
3796 1152 5.71 11.47
3796 2159 7.26 15.1
3796 1848 9.69 17.3
3796 4768 18.79 26.61
3796 1070 7.63 18.94
3797 4456 19.87 40.37
3797 2629 10.9 15.12
3797 1092 12.8 28.37
3797 4503 10.81 24.28
3797 1419 5.24 7.45
3798 1968 8.06 19.01
3798 2638 1.23 1.94
3798 3322 11.02 24.65
3798 9 18.17 22.22
3798 1454 15.87 30.87
3799 89 2.27 4.11
3799 4311 13.14 30.78
3799 4592 13.16 24.12
3799 4336 11.74 26.83
3799 2344 12.54 27.25
3800 662 13.78 31.25
3800 1819 6.73 8.32
3800 3393 19.55 42.56
3800 1561 1.85 2.38
3800 2841 1.25 2.54
3801 125 17.03 26.83
3801 163 7.89 16.67
3801 1423 9.22 17.29
3801 3311 2.82 4.0
3801 3937 9.6 22.78
3802 4564 19.59 48.63
3802 4904 13.3 22.06
3802 4001 3.22 5.75
3802 3893 19.52 27.18
3802 1703 14.27 32.09
3803 3107 7.41 9.94
3803 2465 18.8 34.6
3803 3979 11.6 19.53
3803 3034 8.6 20.5
3803 2333 18.42 41.51
3804 88 13.13 32.06
3804 366 7.3 18.06
3804 1267 5.47 7.45
3804 4430 1.34 1.63
3804 1676 8.93 15.21
3805 234 12.34 28.74
3805 4080 10.6 15.38
3805 4465 17.7 28.45
3805 4063 3.67 6.13
3805 4363 6.41 11.02
3806 1035 10.27 12.68
3806 3259 14.29 23.08
3806 4397 11.49 27.55
3806 1694 4.73 5.9
3806 1760 3.08 4.42
3807 2791 18.08 26.47
3807 2781 15.6 36.94
3807 947 8.75 12.67
3807 3234 10.54 13.28
3807 3327 5.85 9.1
3808 2473 16.65 31.5
3808 2210 8.59 10.64
3808 3829 16.52 21.05
3808 1368 1.69 2.89
3808 1826 15.09 27.14
3809 1846 1.45 2.63
3809 3474 17.98 37.9
3809 1980 12.87 16.48
3809 4381 18.13 24.23
3809 4113 4.8 11.75
3810 4740 17.25 31.9
3810 2873 2.69 5.68
3810 1641 7.33 15.16
3810 711 14.11 31.09
3810 3280 17.64 39.51
3811 369 8.6 17.04
3811 2331 9.76 13.34
3811 781 5.86 12.0
3811 4081 0.52 1.12
3811 3711 9.36 14.75
3812 3959 9.93 20.94
3812 4466 16.2 37.85
3812 3043 6.01 14.81
3812 3219 8.04 11.56
3812 3177 7.27 10.82
3813 3425 1.6 3.91
3813 2816 10.34 15.27
3813 1228 11.42 18.93
3813 1631 4.07 4.97
3813 3150 10.56 15.53
3814 1471 2.78 6.06
3814 4706 18.13 30.9
3814 4047 9.88 21.04
3814 3290 18.68 39.14
3814 2586 8.66 13.02
3815 4939 9.13 16.69
3815 1322 4.39 9.06
3815 1776 19.43 26.95
3815 2823 3.56 6.23
3815 438 18.05 35.38
3816 3804 16.13 26.61
3816 767 8.34 14.89
3816 4962 19.81 45.65
3816 1297 13.07 32.02
3816 2588 1.59 2.03
3817 1132 18.89 42.98
3817 2486 17.72 37.92
3817 1671 5.82 7.52
3817 2358 9.24 18.4
3817 2823 18.37 25.63
3818 4671 9.18 14.73
3818 4012 7.12 9.59
3818 2656 1.61 3.29
3818 717 3.93 8.95
3818 3574 4.91 9.15
3819 4340 11.41 24.77
3819 2101 6.67 16.65
3819 2405 16.28 35.36
3819 573 16.38 30.41
3819 2553 13.2 22.72
3820 3574 7.17 15.64
3820 4414 14.36 34.56
3820 4642 18.37 38.57
3820 205 3.09 6.88
3820 3237 2.76 5.89
3821 414 10.36 20.6
3821 4010 5.59 12.49
3821 4564 13.28 26.73
3821 3000 9.53 22.0
3821 781 4.35 9.4
3822 4564 11.58 24.76
3822 1698 0.98 2.18
3822 3571 1.82 2.75
3822 3221 0.94 2.0
3822 3194 14.66 31.04
3823 652 12.49 17.41
3823 413 5.98 12.56
3823 537 7.36 17.93
3823 2009 19.46 32.04
3823 1614 5.26 11.21
3824 448 7.32 16.73
3824 2977 3.0 7.38
3824 1169 4.79 10.19
3824 1832 14.31 22.98
3824 2932 4.94 7.53
3825 2115 7.71 16.89
3825 1965 10.71 20.78
3825 1910 7.55 11.7
3825 2823 5.05 7.01
3825 3713 7.45 8.96
3826 445 13.52 30.42
3826 1942 8.58 14.78
3826 1123 7.55 15.9
3826 2899 14.25 23.4
